goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsOcnceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,Position
0,0,0,6,100,11,73.33,0,0,4,1,51.96,17,80.95,3330,3,0,0,37,129,75,51,62,52,10,20,13,17,13,65,1,491,2,1,100,203,31.23,0,42,0,0,0,0,0,0,0,0,,1,0,0,Aaron Ramsdale,Bournemouth,839410,60,GK
0,1,0,0,0,1,50,0,0,0,0,40.54,1,50,435,0,0,0,5,15,12,3,6,6,0,1,0,1,0,9,0,45,0,0,0,40,38.1,0,2,0,0,0,0,0,0,0,0,,1,0,0,David Martin,West Ham United,18968,37,GK
0,0,0,7,100,16,88.89,2,100,1,0,51.54,23,92,2520,3,1,0,28,79,58,21,35,32,3,22,6,14,6,36,0,384,1,0,0,201,36.15,0,25,0,0,0,0,0,0,0,0,,3,0,0,Alex McCarthy,Southampton,45502,45,GK
0,2,0,4,100,9,100,0,0,0,0,74.43,13,100,3420,6,0,0,38,96,57,39,36,32,4,9,3,9,3,9,0,585,0,0,0,96,33.1,0,16,0,0,0,0,0,0,0,0,,3,1,0,David De Gea,Manchester United,69378,35,GK
0,4,0,3,42.86,17,94.44,0,0,0,0,64.18,20,80,3240,6,1,1,36,132,84,46,68,61,7,28,8,20,10,20,0,887,0,0,0,247,33.93,1,33,1,0,0,0,0,0,0,0,,1,0,0,Tim Krul,Norwich City,18154,263,GK
0,1,0,1,50,5,83.33,0,0,0,0,59.43,6,75,1612,2,1,0,18,59,36,21,26,22,4,7,9,3,9,14,1,271,1,0,0,76,29.23,1,7,0,0,0,0,0,0,0,0,,1,0,0,Paulo Gazzaniga,Tottenham Hotspur,164343,33,GK
0,0,0,4,66.67,10,90.91,0,0,0,0,60.08,14,82.35,3420,6,0,0,38,91,63,27,40,37,3,19,3,5,3,10,0,441,0,0,0,281,49.3,2,10,2,0,0,0,0,0,0,0,,2,0,0,Rui Patrício,Wolverhampton,17737,3,GK
0,3,1,3,37.5,13,92.86,0,0,2,0,85.98,16,72.73,3072,2,2,0,35,68,50,18,28,21,7,12,17,8,19,12,0,773,1,0,0,124,50.82,3,24,3,0,0,0,0,0,0,0,,3,3,0,Ederson,Manchester City,254491,17,GK
0,0,0,0,0,0,0,0,0,0,0,44.33,0,0,270,0,0,0,3,16,10,5,8,6,2,0,1,2,1,11,0,43,0,0,0,35,39.77,1,5,0,0,0,0,0,0,0,0,,0,1,0,Wayne Hennessey,Crystal Palace,16620,7,GK
0,0,0,4,66.67,7,100,0,0,3,0,51.99,11,84.62,1795,2,1,0,20,68,46,22,35,31,4,10,7,6,7,27,0,274,0,0,0,118,32.24,0,12,1,0,0,0,0,0,0,0,,0,0,0,Tom Heaton,Aston Villa,18122,40,GK
0,1,0,4,57.14,12,100,1,100,2,0,50.87,16,84.21,2119,2,1,0,25,72,44,28,34,31,3,10,4,15,4,28,0,291,0,0,0,201,41.96,1,20,2,0,0,0,0,0,0,0,,3,0,0,Łukasz Fabiański,West Ham United,15479,37,GK
0,1,0,6,60,11,100,2,100,1,0,40.4,17,80.95,3420,4,2,0,38,117,81,36,64,57,7,25,19,13,20,75,0,440,1,0,0,323,33.33,0,29,2,1,1,1,0,0,0,0,,2,0,0,Ben Foster,Watford,10599,24,GK
0,1,0,2,40,7,100,0,0,0,0,66.96,9,75,1080,4,1,0,12,33,24,9,20,15,5,5,5,3,6,15,0,231,1,0,0,101,47.64,0,12,2,0,0,0,0,0,0,0,,1,0,0,Pepe Reina,Aston Villa,26937,40,GK
0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,158,0,0,0,2,7,4,3,6,4,2,0,1,2,1,0,0,19,0,0,0,4,16,0,3,0,0,0,0,0,0,0,0,,0,1,0,Michael McGovern,Norwich City,9037,263,GK
0,2,0,6,60,12,100,0,0,0,0,60.14,18,81.82,3420,8,1,0,38,94,62,32,56,48,8,19,9,11,9,95,0,712,1,0,0,293,38.35,3,23,4,0,0,0,0,0,0,0,,4,2,0,Jordan Pickford,Everton,138530,48,GK
0,0,0,0,0,2,100,0,0,0,0,72.79,2,100,450,0,0,0,5,10,7,3,7,7,0,1,2,1,2,0,0,107,0,0,0,31,43.66,0,4,0,0,0,0,0,0,0,0,,0,0,0,Willy Caballero,Chelsea,52741,38,GK
0,0,0,5,83.33,6,100,0,0,1,0,79.74,11,91.67,2970,5,0,0,33,55,35,19,47,37,10,20,12,5,12,5,0,748,0,0,0,131,41.46,1,12,1,0,0,0,0,0,0,0,,0,2,0,Kepa Arrizabalaga,Chelsea,232422,38,GK
0,0,0,0,0,0,0,0,0,0,0,50,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Jed Steer,Aston Villa,101999,40,GK
0,0,0,0,0,0,0,0,0,0,0,50,0,0,180,0,0,0,2,6,5,1,5,5,0,0,1,0,1,1,0,18,0,0,0,16,47.06,0,2,0,0,0,0,0,0,0,0,,0,0,0,Darren Randolph,West Ham United,13060,37,GK
0,0,0,3,60,2,100,0,0,1,0,37.66,5,71.43,900,2,0,0,10,30,20,10,25,23,2,3,5,2,6,7,0,87,0,0,0,43,22.99,0,3,2,0,0,0,0,0,0,0,,0,0,0,Angus Gunn,Southampton,227946,45,GK
0,1,0,2,100,4,100,0,0,1,0,71.92,6,100,873,1,0,0,11,18,8,9,10,8,2,5,9,4,9,3,0,187,0,0,0,50,41.32,0,12,0,0,0,0,0,0,0,0,,2,1,0,Adrián,Liverpool,50539,44,GK
0,0,0,1,100,1,100,1,100,0,0,76.47,2,100,346,0,0,0,4,8,3,5,7,5,2,0,0,2,0,0,0,91,0,0,0,22,45.83,0,3,0,0,0,0,0,0,0,0,,0,1,0,Claudio Bravo,Manchester City,13249,17,GK
0,0,0,0,0,0,0,0,0,0,0,52.63,0,0,547,0,0,0,7,15,7,8,12,10,2,3,0,1,0,5,0,80,0,0,0,35,33.02,0,2,0,0,0,0,0,0,0,0,,0,1,0,Ørjan Nyland,Aston Villa,22209,40,GK
0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,22,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Ralf Fährmann,Norwich City,14113,263,GK
0,0,0,1,100,0,0,0,0,1,0,34.09,1,100,180,0,0,0,2,5,2,3,6,6,0,0,0,0,0,2,0,15,0,0,0,10,25.64,0,0,0,0,0,0,0,0,0,0,,1,0,0,Simon Moore,Sheffield United,95461,15,GK
0,0,0,0,0,0,0,0,0,0,0,60,0,0,90,0,0,0,1,2,2,0,3,3,0,0,0,0,0,0,0,15,0,0,0,2,18.18,0,1,0,0,0,0,0,0,0,0,,1,0,0,Mark Travers,Bournemouth,856720,60,GK
13,3,0,121,47.08,17,50,48,59.26,45,20,81.49,138,47.42,2798,28,26,31,35,0,0,0,0,0,6,0,0,0,0,711,33,1554,137,75,24.67,121,72.02,18,23,48,3,99,31,29,13.13,6,3,,0,2,1,Kevin De Bruyne,Manchester City,70996,17,MF
8,2,0,51,45.54,3,21.43,15,71.43,22,7,75.68,54,42.86,1192,14,9,13,14,0,0,0,0,0,0,0,0,0,0,280,3,588,31,14,18.67,46,52.87,11,14,33,4,44,18,7,18.18,3,2,,0,0,1,Bruno Fernandes,Manchester United,288205,35,MF
11,0,0,109,49.77,10,30.3,52,58.43,28,9,90.06,119,47.22,1940,29,13,33,33,0,0,0,0,0,3,0,0,0,0,441,18,988,62,20,22.73,57,83.82,18,7,27,5,74,32,23,14.86,1,13,,0,2,2,Riyad Mahrez,Manchester City,158213,17,MF
19,1,0,84,38.89,15,25,50,60.24,16,10,76.51,99,35.87,2884,18,17,67,34,0,0,0,0,0,1,0,0,0,0,424,13,749,61,9,20,12,50,8,2,17,15,132,59,37,14.39,5,20,,0,1,0,Mohamed Salah,Liverpool,159665,44,MF
8,8,0,267,63.27,22,44.9,73,62.39,29,5,84.9,289,61.36,3234,167,34,59,36,0,0,0,0,0,10,0,0,0,0,558,8,1164,90,28,19.86,81,72.32,22,10,21,5,73,23,18,10.96,2,4,,1,0,0,Jack Grealish,Aston Villa,189061,40,MF
6,0,0,79,54.86,7,25.93,33,75,26,10,89.28,86,50.29,1842,20,20,19,27,0,0,0,0,0,2,0,0,0,0,593,11,1324,50,3,9.09,30,73.17,13,5,18,4,47,18,15,12.77,1,3,,0,0,1,David Silva,Manchester City,11781,17,MF
6,4,0,198,58.93,7,22.58,51,63.75,59,3,83.03,205,55.86,2628,88,36,29,31,0,0,0,0,0,2,0,0,0,0,486,8,1223,79,60,27.15,72,56.25,9,5,45,6,74,18,30,8.11,1,4,,0,1,0,James Maddison,Leicester City,356398,31,MF
18,3,0,164,49.7,41,35.34,69,62.73,44,7,81.61,205,45.96,2753,51,46,57,35,0,0,0,0,0,2,0,0,0,0,465,10,901,59,9,18.37,34,66.67,13,7,27,18,77,36,11,23.38,2,14,,0,2,0,Sadio Mané,Liverpool,217704,44,MF
4,2,0,90,53.25,26,70.27,17,60.71,63,5,84.48,116,56.31,2244,12,31,6,30,0,0,0,0,0,2,0,0,0,0,396,9,1568,27,10,17.24,125,58.96,30,18,33,0,20,8,8,20,3,0,,0,2,0,Jordan Henderson,Liverpool,42694,44,MF
17,3,0,117,47.37,21,32.31,60,49.18,13,7,77.26,138,44.23,2653,45,21,34,31,0,0,0,0,0,3,0,0,0,0,389,9,727,33,8,24.24,37,67.27,10,16,14,13,95,44,18,17.89,6,13,,0,0,0,Marcus Rashford,Manchester United,814590,35,MF
1,7,0,131,45.49,21,44.68,15,71.43,93,6,85.59,152,45.37,3107,25,40,21,38,0,0,0,0,0,2,0,0,0,0,444,9,1574,79,67,30.32,152,71.03,50,17,93,0,22,6,5,4.55,0,3,,0,1,2,João Moutinho,Wolverhampton,6562,3,MF
5,9,0,145,51.42,73,52.9,14,66.67,92,3,80.91,218,51.9,3420,43,57,21,38,0,0,0,0,0,5,0,0,0,0,361,7,1348,63,58,21.72,81,47.93,60,71,55,5,57,26,14,8.77,1,0,,0,1,1,James Ward-Prowse,Southampton,161717,45,MF
2,1,0,63,64.95,9,47.37,23,88.46,30,3,88.79,72,62.07,825,10,9,9,18,0,0,0,0,0,0,0,0,0,0,203,5,602,15,0,0,15,65.22,10,2,15,1,12,7,2,16.67,0,1,,0,0,0,Naby Keïta,Liverpool,365772,44,MF
6,3,0,50,43.48,17,56.67,15,75,29,2,76.92,67,46.21,2130,6,19,10,26,0,0,0,0,0,4,0,0,0,0,208,7,803,46,22,24.72,143,54.58,23,35,31,1,45,14,15,13.33,2,1,,0,0,1,Jonjo Shelvey,Newcastle United,36465,39,MF
1,1,0,65,46.76,29,72.5,27,71.05,20,3,85.49,94,52.51,1205,18,26,32,16,0,0,0,0,0,1,0,0,0,0,266,3,884,31,1,16.67,94,75.2,7,10,8,3,22,8,5,4.55,0,2,,1,1,1,Paul Pogba,Manchester United,111802,35,MF
6,5,0,96,52.17,14,36.84,40,72.73,36,7,90.25,110,49.55,2039,20,23,21,34,0,0,0,0,0,8,0,0,0,0,552,8,1240,53,17,23.61,39,65,24,12,31,6,52,15,23,11.54,2,2,,0,0,2,Bernardo Silva,Manchester City,331209,17,MF
0,0,0,36,60,6,25,6,60,18,0,83.14,42,50,729,13,9,3,10,0,0,0,0,0,0,0,0,0,0,68,2,281,16,13,30.23,14,60.87,6,7,9,0,10,4,5,0,1,2,,0,0,0,Ondrej Duda,Norwich City,246319,263,MF
3,8,0,113,50.45,57,65.52,31,91.18,50,2,92.87,170,54.66,2498,32,43,28,35,0,0,0,0,0,7,0,0,0,0,527,3,2395,34,2,25,171,78.8,26,32,40,0,24,9,4,12.5,0,0,,0,0,0,Rodri,Manchester City,827606,17,MF
17,1,0,104,41.27,20,22.99,50,51.55,15,6,80.62,124,36.58,2645,41,28,61,32,0,0,0,0,0,2,0,0,0,0,342,8,574,31,2,18.18,8,80,5,15,15,10,80,40,21,21.25,2,12,,0,0,1,Anthony Martial,Manchester United,191176,35,MF
5,0,0,52,54.74,10,35.71,25,83.33,14,2,88.46,62,50.41,903,13,12,15,23,0,0,0,0,0,2,0,0,0,0,201,0,437,20,7,24.14,17,65.38,6,2,13,1,34,15,8,14.71,0,1,,0,0,2,Phil Foden,Manchester City,859765,17,MF
0,1,0,11,57.89,6,46.15,4,80,5,0,84.32,17,53.13,422,2,2,3,6,0,0,0,0,0,1,0,0,0,0,128,3,285,9,9,20.93,7,26.92,9,15,2,0,5,0,2,0,1,0,,0,0,0,Angeliño,Manchester City,848355,17,MF
2,6,0,177,56.91,83,54.61,22,68.75,128,1,85.14,260,56.16,2674,27,56,26,32,0,0,0,0,0,1,0,0,0,0,278,0,1421,15,0,0,79,59.85,80,61,46,0,26,3,7,7.69,1,1,,1,2,0,Wilfred Ndidi,Leicester City,787885,31,MF
1,8,0,178,64.49,8,32,77,85.56,63,3,89.67,186,61.79,2073,38,20,27,31,0,0,0,0,0,7,0,0,0,0,429,3,1675,29,1,12.5,93,67.39,22,16,39,0,21,5,9,4.76,0,0,,0,1,1,Mateo Kovačić,Chelsea,136710,38,MF
2,4,0,55,42.31,18,38.3,6,42.86,36,4,79.53,73,41.24,1802,13,23,20,29,0,0,0,0,0,4,0,0,0,0,318,10,715,59,46,31.51,42,48.28,9,7,25,0,29,9,9,6.9,1,8,,0,0,0,Pascal Groß,Brighton & Hove Albion,48480,30,MF
9,0,0,105,43.39,26,26,52,57.78,37,8,79.59,131,38.3,3001,16,29,39,38,0,0,0,0,0,1,0,0,0,0,406,10,924,53,2,22.22,26,78.79,7,11,33,20,99,39,29,9.09,4,6,,0,1,1,Roberto Firmino,Liverpool,143697,44,MF
2,9,0,99,51.56,29,51.79,22,84.62,62,2,80.08,128,51.61,3059,16,29,10,38,0,0,0,0,0,3,0,0,0,0,345,3,1620,29,8,23.53,222,59.52,56,31,52,0,61,10,23,3.28,2,0,,0,1,0,Rúben Neves,Wolverhampton,280955,3,MF
4,10,0,109,49.32,14,26.42,13,61.9,66,2,88.39,123,44.89,2384,30,27,22,31,0,0,0,0,0,8,0,0,0,0,483,6,1995,23,1,10,132,68.04,64,26,56,0,12,4,4,33.33,0,0,,0,2,0,Jorginho,Chelsea,132874,38,MF
1,8,0,91,46.67,44,59.46,9,100,66,1,82.21,135,50.19,3100,16,32,4,38,0,0,0,0,0,2,0,0,0,0,458,6,1650,50,53,26.77,231,58.04,47,39,69,0,17,6,5,5.88,0,1,,0,1,1,Oliver Norwood,Sheffield United,100637,15,MF
2,4,0,46,48.94,21,52.5,8,57.14,22,1,74.33,67,50,1315,16,26,7,18,0,0,0,0,0,2,0,0,0,0,119,4,391,33,29,29.29,23,30.26,14,27,12,1,26,8,9,7.69,1,0,,0,1,1,Matt Ritchie,Newcastle United,42699,39,MF
2,9,0,94,52.22,16,38.1,8,40,54,6,78.75,110,49.55,3150,33,33,11,35,0,0,0,0,0,6,0,0,0,0,368,11,1371,54,39,26.71,116,40.99,32,26,31,0,13,3,5,15.38,0,1,,0,3,0,Ashley Westwood,Burnley,49647,6,MF
5,8,0,101,51.01,14,35.9,44,73.33,36,2,80.28,115,48.52,2517,22,25,17,30,0,0,0,0,0,2,0,0,0,0,391,5,802,39,33,22.15,38,46.91,24,21,42,2,31,11,12,16.13,0,1,,0,0,0,John Fleck,Sheffield United,27999,15,MF
0,7,2,80,62.99,74,60.16,13,100,50,1,89.83,154,61.6,2399,17,26,6,30,0,0,0,0,0,7,0,0,0,0,269,0,1996,8,0,0,133,60.45,25,80,19,0,17,2,4,0,1,1,,0,0,0,Fernandinho,Manchester City,13630,17,MF
3,2,0,129,50.59,26,46.43,29,60.42,52,6,83.03,155,49.84,2834,49,32,27,37,0,0,0,0,0,2,0,0,0,0,521,8,1478,54,15,18.52,99,64.29,22,12,50,1,56,13,21,5.36,1,1,,0,0,0,Youri Tielemans,Leicester City,331737,31,MF
3,4,0,40,50.63,13,59.09,4,57.14,16,5,82.68,53,52.48,1550,21,14,8,27,0,0,0,0,0,4,0,0,0,0,186,8,506,39,28,25,20,43.48,9,26,15,1,29,10,13,10.34,1,4,,0,0,1,Conor Hourihane,Aston Villa,100574,40,MF
3,0,0,37,56.06,71,63.96,0,0,29,0,70.05,108,61.02,1041,9,11,1,13,0,0,0,0,0,2,0,0,0,0,77,0,276,5,0,0,15,38.46,22,34,13,3,20,8,4,15,0,0,,0,0,0,Tomáš Souček,West Ham United,799041,37,MF
1,6,0,171,57.38,52,60.47,49,75.38,116,3,86.04,223,58.07,3420,7,41,21,38,0,0,0,0,0,5,0,0,0,0,321,1,1491,21,11,39.29,128,59.53,77,51,51,1,31,9,8,3.23,2,2,,0,0,0,Declan Rice,West Ham United,856714,37,MF
1,6,1,238,50.32,29,36.25,102,71.83,82,7,79.96,267,48.28,2476,54,36,80,36,0,0,0,0,0,6,0,0,0,0,457,9,1125,83,41,25,90,67.67,23,24,80,1,40,11,13,2.5,0,2,,2,0,0,Emiliano Buendía,Norwich City,783126,263,MF
0,3,0,81,53.64,29,55.77,20,83.33,46,2,86.96,110,54.19,1583,18,27,16,21,0,0,0,0,0,0,0,0,0,0,288,0,1100,15,2,66.67,46,53.49,22,26,23,0,7,2,2,0,1,0,,0,1,0,Nemanja Matić,Manchester United,44241,35,MF
0,8,0,136,47.06,9,32.14,40,75.47,60,0,87.47,145,45.74,2159,36,42,26,29,0,0,0,0,0,3,0,0,0,0,389,3,1459,35,14,22.22,110,66.67,38,27,75,0,40,10,10,0,1,1,,0,0,0,Fred,Manchester United,243623,35,MF
2,6,0,90,52.33,42,60,9,75,62,3,87.01,132,54.55,2078,20,32,8,28,0,0,0,0,0,1,0,0,0,0,282,2,1373,19,4,44.44,80,57.55,34,16,41,0,12,4,4,16.67,0,0,,0,1,0,Fabinho,Liverpool,243585,44,MF
3,4,0,77,42.08,19,37.25,24,63.16,44,0,84.92,96,41.03,1733,10,45,29,22,0,0,0,0,0,3,0,0,0,0,301,1,963,27,11,42.31,40,66.67,44,31,19,1,18,6,6,16.67,0,0,,2,0,0,N'Golo Kanté,Chelsea,234148,38,MF
4,2,0,126,57.53,44,58.67,31,67.39,43,1,80.91,170,57.82,1789,53,36,29,27,0,0,0,0,0,3,0,0,0,0,199,2,818,16,3,21.43,62,60.19,31,33,15,1,29,10,12,13.79,0,0,,1,1,0,Scott McTominay,Manchester United,879346,35,MF
3,3,0,172,54.09,19,38,53,73.61,53,3,81.4,191,51.9,2316,66,37,49,28,0,0,0,0,0,8,0,0,0,0,240,3,582,37,14,21.21,82,73.87,25,15,44,4,55,20,12,5.45,2,0,,0,0,0,John McGinn,Aston Villa,250223,40,MF
2,0,0,23,57.5,0,0,8,53.33,8,0,75,23,50,308,7,2,6,10,0,0,0,0,0,0,0,0,0,0,50,2,84,4,0,0,3,30,3,1,2,0,12,2,4,16.67,0,1,,0,0,0,Alireza Jahanbakhsh,Brighton & Hove Albion,331837,30,MF
2,5,0,163,44.29,28,44.44,77,54.23,47,6,79.11,191,44.32,3344,39,29,63,38,0,0,0,0,0,8,0,0,0,0,263,12,814,57,70,27.24,56,45.9,30,27,48,1,48,14,16,4.17,2,0,,0,0,2,Dwight McNeil,Burnley,935543,6,MF
9,0,0,108,42.69,20,30.77,55,50.93,23,4,79.94,128,40.25,1726,30,14,63,25,0,0,0,0,0,6,0,0,0,0,231,6,534,31,4,11.43,19,50,6,7,17,8,63,26,15,14.29,1,3,,0,0,1,Christian Pulišić,Chelsea,817957,38,MF
4,2,0,158,51.13,18,28.57,79,64.23,49,4,73.65,176,47.31,2768,31,23,52,32,0,0,0,0,0,4,0,0,0,0,327,6,752,37,7,17.07,38,36.19,16,10,36,3,59,21,14,6.78,2,5,,0,0,0,Nathan Redmond,Southampton,115346,45,MF
5,4,0,79,46.47,15,35.71,19,52.78,29,5,77.82,94,44.34,1511,32,20,25,24,0,0,0,0,0,2,0,0,0,0,150,5,393,34,39,28.68,17,56.67,4,11,31,2,21,10,5,23.81,1,4,,0,0,1,Robert Snodgrass,West Ham United,9127,37,MF
0,1,0,107,51.69,9,26.47,27,75,45,2,87.93,116,48.13,1699,35,19,30,24,0,0,0,0,0,0,0,0,0,0,353,1,1100,29,9,12.86,76,64.41,32,11,43,0,13,3,5,0,0,0,,0,1,1,Dani Ceballos,Arsenal,547838,42,MF
1,1,0,51,45.54,1,20,16,72.73,17,2,88.28,52,44.44,1448,18,14,22,18,0,0,0,0,0,3,0,0,0,0,301,1,738,39,20,27.78,21,75,5,1,19,1,9,3,4,11.11,0,6,,0,0,1,Mesut Özil,Arsenal,16176,42,MF
3,12,0,93,44.5,35,55.56,7,63.64,61,1,82,128,47.06,2518,27,50,13,31,0,0,0,0,0,0,0,0,0,0,254,1,1175,29,32,22.22,104,53.89,42,37,49,0,31,9,10,9.68,0,1,,0,4,0,Luka Milivojević,Crystal Palace,50294,7,MF
1,10,0,102,49.76,45,45,25,78.13,45,2,88.12,147,48.2,2591,32,56,12,31,0,0,0,0,0,2,0,0,0,0,378,1,1677,16,3,18.75,126,67.02,21,55,30,0,11,3,3,9.09,0,0,,0,3,0,Granit Xhaka,Arsenal,117777,42,MF
2,7,0,59,47.58,11,42.31,18,75,27,1,91.86,70,46.67,2023,14,16,11,31,0,0,0,0,0,7,0,0,0,0,532,3,1794,33,9,30,106,76.81,31,13,32,5,33,8,14,6.06,1,2,,0,0,0,İlkay Gündoğan,Manchester City,45853,17,MF
7,3,0,115,43.07,10,17.54,40,56.34,37,5,85.74,125,38.58,2872,38,37,53,37,0,0,0,0,0,9,0,0,0,0,479,8,1064,52,33,24.26,26,61.9,16,18,33,9,78,29,28,8.97,3,4,,0,0,0,Mason Mount,Chelsea,836694,38,MF
1,0,0,54,49.54,5,20.83,15,38.46,19,4,77,59,44.36,925,20,4,14,13,0,0,0,0,0,2,0,0,0,0,64,4,164,16,15,25,13,59.09,16,4,13,2,24,7,10,4.17,2,1,,0,0,1,Jarrod Bowen,West Ham United,552884,37,MF
1,8,0,117,48.55,111,58.73,22,62.86,72,1,74.78,228,53.02,2532,23,38,28,34,0,0,0,0,0,5,0,0,0,0,226,2,863,17,1,7.14,43,50.59,66,94,48,2,33,8,6,3.03,0,2,,1,0,2,Philip Billing,Bournemouth,548660,60,MF
1,0,0,58,46.4,12,48,27,67.5,16,4,89,70,46.67,1110,15,9,34,21,0,0,0,0,0,3,0,0,0,0,207,2,550,24,2,16.67,39,79.59,7,7,13,3,40,12,16,2.5,1,0,,0,0,0,Ross Barkley,Chelsea,98435,38,MF
1,0,0,42,55.26,35,68.63,15,75,22,1,79.89,77,60.63,949,5,18,7,14,0,0,0,0,0,0,0,0,0,0,118,1,294,2,2,9.09,13,52,10,13,5,1,5,2,1,20,0,1,,0,0,0,Sander Berge,Sheffield United,793167,15,MF
0,0,0,7,87.5,0,0,3,100,3,0,81.82,7,77.78,31,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,Nathan Holland,West Ham United,795059,37,MF
1,2,0,60,51.72,6,19.35,12,50,12,4,79.87,66,44.9,2063,36,10,19,28,0,0,0,0,0,4,0,0,0,0,298,5,615,45,27,15.52,27,50,15,17,15,5,27,12,10,3.7,0,1,,0,0,0,Ryan Fraser,Bournemouth,138261,60,MF
4,5,0,108,49.77,15,55.56,25,71.43,52,3,82.85,123,50.41,2684,31,28,31,33,0,0,0,0,0,0,0,0,0,0,344,5,1246,44,13,31.71,111,63.43,20,10,42,0,17,6,3,23.53,0,1,,0,1,0,Mark Noble,West Ham United,9741,37,MF
0,8,0,137,48.41,49,72.06,23,57.5,75,3,81.31,186,52.99,2632,39,57,26,30,0,0,0,0,0,6,0,0,0,0,225,4,1166,20,9,39.13,112,55.45,68,56,48,0,19,1,6,0,0,0,,0,0,0,Étienne Capoue,Watford,16701,24,MF
0,0,0,16,66.67,5,71.43,1,50,7,0,90.91,21,67.74,295,8,4,2,7,0,0,0,0,0,0,0,0,0,0,38,0,190,3,2,100,10,76.92,6,4,1,0,1,1,0,0,0,0,,0,0,0,Nampalys Mendy,Leicester City,123166,31,MF
0,8,0,89,45.41,19,46.34,10,83.33,73,1,85.73,108,45.57,2539,6,42,13,33,0,0,0,0,0,6,0,0,0,0,275,2,1436,20,0,0,110,59.78,58,39,50,0,19,2,6,0,0,0,,0,2,0,Dale Stephens,Brighton & Hove Albion,21299,30,MF
1,1,0,133,54.51,6,24,63,68.48,46,4,78.77,139,51.67,1516,24,17,30,25,0,0,0,0,0,2,0,0,0,0,285,4,705,25,9,26.47,42,66.67,22,10,36,3,23,8,8,4.35,1,2,,0,0,0,Felipe Anderson,West Ham United,152276,37,MF
0,5,0,155,53.45,55,56.12,40,76.92,80,1,78.06,210,54.12,2750,36,46,26,33,0,0,0,0,0,5,0,0,0,0,345,0,1423,30,9,33.33,106,45.49,46,49,52,5,46,11,10,0,0,1,,0,2,0,Pierre-Emile Højbjerg,Southampton,149593,45,MF
2,3,0,89,41.98,14,36.84,16,53.33,50,3,83.42,103,41.2,2581,23,34,26,35,0,0,0,0,0,6,0,0,0,0,268,5,850,52,37,28.24,47,66.2,37,15,51,3,46,14,20,4.35,1,2,,1,0,1,Gylfi Sigurðsson,Everton,43192,48,MF
1,1,0,50,47.62,2,15.38,27,56.25,10,5,85.92,52,44.07,862,13,11,18,22,0,0,0,0,0,3,0,0,0,0,190,6,354,20,17,26.98,29,85.29,5,4,6,1,21,4,11,4.76,1,3,,0,1,0,Callum Hudson-Odoi,Chelsea,867442,38,MF
7,2,0,81,53.64,6,21.43,17,51.52,23,0,76,87,48.6,1651,41,12,21,31,0,0,0,0,0,5,0,0,0,0,164,4,437,14,4,11.43,42,62.69,11,11,23,2,56,20,25,12.5,1,1,,0,1,0,Harry Wilson,Bournemouth,355528,60,MF
5,5,0,75,42.13,24,42.11,18,48.65,46,3,82.65,99,42.13,2455,12,27,14,34,0,0,0,0,0,2,0,0,0,0,352,8,972,21,10,18.18,86,62.77,33,43,44,4,43,10,10,11.63,1,7,,0,1,0,John Lundstram,Sheffield United,149815,15,MF
2,4,0,38,50.67,13,50,10,90.91,16,2,87.01,51,50.5,940,12,11,6,22,0,0,0,0,0,0,0,0,0,0,179,1,650,10,2,10,49,61.25,7,16,20,1,12,4,2,16.67,0,1,,0,1,0,James Milner,Liverpool,791,44,MF
2,3,0,90,59.6,7,43.75,38,77.55,24,2,85.6,97,58.08,1007,29,14,24,21,0,0,0,0,0,4,0,0,0,0,161,1,541,12,2,16.67,19,59.38,14,6,13,0,9,4,3,22.22,0,0,,0,0,0,Tanguy Ndombélé,Tottenham Hotspur,845486,33,MF
5,2,0,33,41.25,4,23.53,10,62.5,13,1,80.65,37,38.14,992,10,16,11,23,0,0,0,0,0,1,0,0,0,0,139,6,325,20,4,20,22,53.66,6,4,15,2,26,13,4,19.23,1,8,,0,0,1,Andriy Yarmolenko,West Ham United,41116,37,MF
