goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,Position
1,1,0,11,45.83,5,38.46,3,37.5,4,0,77.23,16,43.24,315,4,1,1,19,0,0,0,0,0,0,0,0,0,0,33,0,78,4,2,25,2,40,0,1,6,1,11,5,1,9.09,0,3,,0,0,0,Andriy Yarmolenko,West Ham United,41116,37,MF
0,0,0,10,58.82,0,0,4,57.14,5,0,75.76,10,43.48,129,1,1,2,6,0,0,0,0,0,0,0,0,0,0,22,0,50,2,0,0,1,100,2,0,1,1,2,0,1,0,0,0,,0,0,0,Crysencio Summerville,Leeds United,917005,34,MF
4,7,1,85,46.2,14,20.29,21,38.89,26,4,71.49,99,39.13,2500,38,31,25,34,0,0,0,0,0,0,0,0,0,0,159,5,336,27,6,9.23,8,38.1,8,11,13,8,54,18,15,7.41,2,15,,0,0,0,Daniel James,Leeds United,828639,34,MF
0,7,1,117,46.8,11,42.31,21,67.74,74,2,79.96,128,46.38,2186,22,30,24,28,0,0,0,0,0,0,0,0,0,0,198,0,766,15,3,30,40,44.44,23,36,71,0,7,3,3,0,0,0,,1,0,0,Allan,Everton,158277,48,MF
1,0,0,1,25,1,50,0,0,1,0,93.1,2,33.33,73,0,1,1,3,0,0,0,0,0,0,0,0,0,0,6,0,27,1,0,0,1,50,0,1,0,0,1,1,0,100,0,0,,0,0,0,Jeff Hendrick,Newcastle United,115441,39,MF
1,1,0,8,50,3,60,2,66.67,3,0,74.07,11,52.38,238,3,4,1,6,0,0,0,0,0,0,0,0,0,0,14,0,60,0,0,0,1,16.67,2,8,3,0,6,2,3,16.67,0,0,,0,0,0,Tom Davies,Everton,795058,48,MF
0,0,0,5,55.56,1,25,0,0,4,0,57.58,6,46.15,133,1,2,0,4,0,0,0,0,0,0,0,0,0,0,6,0,19,1,1,25,0,0,2,0,2,0,1,0,0,0,0,0,,0,0,0,Will Smallbone,Southampton,970435,45,MF
1,1,0,77,49.68,13,41.94,6,54.55,54,1,81.02,90,48.39,1471,17,14,18,24,0,0,0,0,0,0,0,0,0,0,110,0,478,7,2,18.18,42,51.85,9,18,41,1,15,2,4,6.67,0,0,,0,0,0,Sean Longstaff,Newcastle United,866191,39,MF
0,4,0,60,45.45,16,43.24,11,64.71,25,0,80.19,76,44.97,1050,25,33,14,20,0,0,0,0,0,0,0,0,0,0,60,0,251,4,1,8.33,11,47.83,14,13,19,0,16,5,5,0,1,0,,0,0,0,Frank Onyeka,Brentford,885864,50,MF
0,0,0,26,57.78,11,55,3,75,22,0,81.46,37,56.92,601,1,7,2,10,0,0,0,0,0,0,0,0,0,0,34,0,246,0,1,50,18,42.86,10,18,10,0,5,1,3,0,0,0,,0,0,0,Jacob Lungi Sørensen,Norwich City,837846,263,MF
0,3,0,34,47.89,5,35.71,4,100,12,0,91.94,39,45.88,1033,18,17,9,14,0,0,0,0,0,0,0,0,0,0,72,0,593,1,0,0,18,64.29,11,10,11,0,1,1,0,0,0,0,,0,1,0,Nampalys Mendy,Leicester City,123166,31,MF
1,3,0,59,43.7,4,23.53,15,37.5,31,2,67.21,63,41.45,1127,13,6,8,17,0,0,0,0,0,0,0,0,0,0,77,2,287,11,16,20.51,13,27.08,14,14,37,1,4,1,1,25,0,2,,0,0,0,Marc Albrighton,Leicester City,47737,31,MF
0,0,0,50,51.02,27,71.05,14,58.33,19,1,82.46,77,56.62,1108,17,16,13,19,0,0,0,0,0,0,0,0,0,0,80,0,442,6,1,25,14,46.67,14,18,9,0,6,2,0,0,0,0,,0,0,0,Boubakary Soumaré,Leicester City,887581,31,MF
1,0,1,44,55,7,28,19,67.86,14,0,85.23,51,48.57,918,11,6,12,22,0,0,0,0,0,0,0,0,0,0,78,0,254,9,1,12.5,9,47.37,11,11,9,0,12,4,5,8.33,0,1,,0,0,0,Shandon Baptiste,Brentford,892111,50,MF
0,2,0,44,43.56,15,42.86,14,63.64,16,1,67.58,59,43.38,1108,14,16,19,18,0,0,0,0,0,0,0,0,0,0,74,2,198,7,10,22.73,6,27.27,12,20,15,2,19,5,7,0,2,3,,0,0,0,Jóhann Guðmundsson,Burnley,49805,6,MF
1,5,0,45,50.56,19,55.88,9,60,28,0,78.61,64,52.03,1002,8,14,8,14,0,0,0,0,0,0,0,0,0,0,41,0,261,2,0,0,9,30,14,23,17,0,5,1,2,20,0,0,,0,0,0,Isaac Hayden,Newcastle United,190843,39,MF
0,0,0,1,50,0,0,0,0,1,0,66.67,1,50,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,8,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,,0,0,0,Reiss Nelson,Arsenal,826139,42,MF
0,2,0,32,53.33,3,42.86,5,50,15,0,84.11,35,52.24,440,12,4,8,8,0,0,0,0,0,0,0,0,0,0,37,0,127,2,0,0,5,55.56,3,2,11,0,5,0,1,0,0,2,,0,0,0,Todd Cantwell,Norwich City,907070,263,MF
1,0,0,94,41.05,12,30,16,21.92,31,2,70.81,106,39.41,2236,47,23,38,31,0,0,0,0,0,0,0,0,0,0,139,1,325,37,27,21.09,21,50,15,22,19,3,44,17,12,2.27,1,13,,0,0,1,Milot Rashica,Norwich City,800411,263,MF
0,0,0,5,35.71,2,22.22,1,25,3,1,61.11,7,30.43,209,1,3,1,7,0,0,0,0,0,0,0,0,0,0,7,1,22,1,0,0,3,100,1,0,2,0,5,0,3,0,0,0,,0,0,0,Marcus Forss,Brentford,944201,50,MF
2,2,0,66,47.48,7,25,13,43.33,33,0,73.51,73,43.71,1558,20,19,13,28,0,0,0,0,0,0,0,0,0,0,81,0,247,9,3,7.5,7,31.82,9,8,24,0,12,4,4,16.67,0,4,,0,0,0,Aaron Lennon,Burnley,9692,6,MF
1,1,0,30,43.48,2,66.67,11,55,10,1,87.12,32,44.44,493,9,3,20,9,0,0,0,0,0,0,0,0,0,0,64,1,230,4,0,0,6,60,1,1,7,0,9,3,4,11.11,0,0,,0,0,0,Tanguy Ndombélé,Tottenham Hotspur,845486,33,MF
0,1,0,20,43.48,1,11.11,10,52.63,4,0,74.24,21,38.18,519,6,1,11,12,0,0,0,0,0,0,0,0,0,0,35,1,98,4,5,21.74,6,50,2,4,5,0,8,7,1,0,0,0,,0,1,0,Przemysław Płacheta,Norwich City,862859,263,MF
1,2,0,14,34.15,10,41.67,4,36.36,5,1,76.79,24,36.92,408,5,8,7,11,0,0,0,0,0,0,0,0,0,0,39,1,86,5,3,21.43,2,66.67,1,2,5,0,8,3,1,12.5,0,2,,0,0,0,Anwar El Ghazi,Everton,362470,48,MF
0,0,0,9,37.5,3,21.43,0,0,5,0,75,12,31.58,337,4,2,4,14,0,0,0,0,0,0,0,0,0,0,27,1,72,8,2,28.57,3,27.27,1,1,7,0,6,2,3,0,0,2,,0,0,0,Christos Tzolis,Norwich City,1031259,263,MF
4,2,0,46,36.51,10,27.03,22,41.51,6,2,76.08,56,34.36,1232,18,13,26,25,0,0,0,0,0,0,0,0,0,0,128,3,299,9,1,4.55,5,38.46,5,4,11,2,22,12,5,18.18,0,15,,0,1,0,Marcus Rashford,Manchester United,814590,35,MF
1,4,0,56,39.44,16,45.71,17,41.46,21,0,76.5,72,40.68,988,18,21,25,21,0,0,0,0,0,0,0,0,0,0,79,2,280,10,2,33.33,10,52.63,12,23,16,1,7,3,2,14.29,0,4,,0,0,1,Dele Alli,Everton,198028,48,MF
0,0,0,35,43.21,5,33.33,18,66.67,9,0,83.33,40,41.67,771,8,7,19,19,0,0,0,0,0,0,0,0,0,0,84,2,320,9,1,33.33,11,45.83,9,6,11,0,12,2,4,0,0,0,,0,0,0,Lukas Rupp,Norwich City,56601,263,MF
0,0,0,22,59.46,7,43.75,6,60,7,1,81.67,29,54.72,307,9,3,6,12,0,0,0,0,0,0,0,0,0,0,30,1,98,2,0,0,2,66.67,2,2,2,1,4,1,3,0,0,0,,0,1,0,Carney Chukwuemeka,Aston Villa,994556,40,MF
1,0,0,36,46.75,5,41.67,9,50,11,0,80.79,41,46.07,566,16,8,9,19,0,0,0,0,0,0,0,0,0,0,65,0,164,9,1,6.67,3,50,2,1,15,0,7,3,3,14.29,0,3,,0,0,0,Nikola Vlašić,West Ham United,357596,37,MF
1,4,0,37,34.58,26,55.32,7,53.85,20,0,74.16,63,40.91,1676,10,31,20,20,0,0,0,0,0,0,0,0,0,0,99,0,419,6,3,37.5,25,43.86,17,27,13,0,7,2,3,14.29,0,1,,0,1,0,Jack Cork,Burnley,20993,6,MF
1,0,0,29,31.52,8,21.62,7,50,18,1,73.04,37,28.68,913,4,19,15,19,0,0,0,0,0,0,0,0,0,0,97,2,214,16,9,23.68,10,41.67,7,4,23,2,8,2,1,12.5,0,0,,0,0,0,Kieran Dowell,Norwich City,784503,263,MF
0,0,0,1,100,0,0,1,100,0,0,100,1,100,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,1,100,0,0,0,0,1,0,1,0,0,0,,0,0,0,Mahmoud Trézéguet,Aston Villa,295361,40,MF
0,0,0,0,0,0,0,0,0,0,0,100,0,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Kayky,Manchester City,1106151,17,MF
0,0,0,0,0,1,100,0,0,0,0,0,1,100,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Sonny Perkins,West Ham United,1142344,37,MF
0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Stuart McKinstry,Leeds United,944184,34,MF
0,1,0,0,0,0,0,0,0,0,0,77.78,0,0,18,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,,0,0,0,Morgan Gibbs-White,Wolverhampton,865912,3,MF
0,0,0,2,33.33,0,0,1,50,1,0,84.91,2,25,116,0,1,1,3,0,0,0,0,0,0,0,0,0,0,7,0,45,2,1,50,1,25,1,1,1,0,0,0,0,0,0,0,,0,0,0,Jaïro Riedewald,Crystal Palace,285989,7,MF
0,1,0,35,35,12,34.29,12,44.44,16,0,64.89,47,34.81,870,7,15,25,18,0,0,0,0,0,0,0,0,0,0,35,2,122,12,13,41.94,7,28,5,10,11,0,3,1,2,0,0,0,,0,0,0,Ken Sema,Watford,319847,24,MF
0,0,0,11,57.89,4,50,1,33.33,4,0,71.6,15,55.56,379,6,1,1,9,0,0,0,0,0,0,0,0,0,0,26,0,58,1,0,0,2,33.33,5,2,4,2,6,0,2,0,0,2,,0,0,0,Theo Walcott,Southampton,10501,45,MF
0,1,0,0,0,2,40,0,0,0,0,85.71,2,25,70,0,1,0,2,0,0,0,0,0,0,0,0,0,0,10,0,30,0,0,0,1,33.33,3,0,2,0,0,0,0,0,0,0,,0,0,0,Tyler Morton,Liverpool,979118,44,MF
0,0,0,1,16.67,0,0,0,0,1,0,76.92,1,16.67,42,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,,0,0,0,Mads Bidstrup,Brentford,918429,50,MF
0,0,0,4,40,1,33.33,1,25,1,0,72.22,5,38.46,56,2,0,1,5,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,0,Jeremy Sarmiento,Brighton & Hove Albion,983816,30,MF
0,0,0,0,0,0,0,0,0,0,0,100,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Liam McCarron,Leeds United,950338,34,MF
0,2,0,3,37.5,0,0,1,50,2,0,80.95,3,33.33,72,0,3,1,2,0,0,0,0,0,0,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,,0,0,0,Hannibal Mejbri,Manchester United,1009386,35,MF
0,0,0,3,33.33,0,0,0,0,0,0,87.5,3,30,81,3,1,2,2,0,0,0,0,0,0,0,0,0,0,6,0,21,0,1,50,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,Jesurun Rak-Sakyi,Crystal Palace,1101362,7,MF
0,0,0,1,20,1,33.33,0,0,1,0,54.05,2,25,148,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,0,1,14.29,2,3,1,0,1,0,0,0,0,0,,0,0,0,Dominic Thompson,Brentford,970366,50,MF
0,0,0,0,0,1,33.33,0,0,0,0,50,1,25,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,0,0,0,Tyler Onyango,Everton,1004342,48,MF
0,2,0,45,40.18,6,25,10,38.46,13,1,62.11,51,37.5,817,22,17,23,14,0,0,0,0,0,0,0,0,0,0,48,1,100,7,3,25,3,21.43,6,8,12,1,12,5,3,0,0,3,,0,0,0,Nathan Tella,Southampton,920379,45,MF
0,0,0,6,24,3,25,3,50,3,0,73.91,9,24.32,338,0,9,3,7,0,0,0,0,0,0,0,0,0,0,32,0,85,4,0,0,3,60,2,3,4,1,3,0,0,0,0,0,,0,0,0,Ozan Tufan,Watford,251907,24,MF
0,3,0,36,33.96,8,47.06,12,66.67,16,1,77.17,44,35.77,640,8,24,16,14,0,0,0,0,0,0,0,0,0,0,72,0,213,4,5,83.33,13,48.15,1,7,24,1,14,4,7,0,0,0,,0,1,0,André Gomes,Everton,235460,48,MF
0,0,0,4,44.44,1,100,2,66.67,1,0,72.73,5,50,66,1,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,,0,0,0,Jean-Philippe Gbamin,Everton,326343,48,MF
0,0,0,1,16.67,1,100,1,100,0,0,69.23,2,28.57,18,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,,0,0,0,James McAtee,Manchester City,1003334,17,MF
0,0,1,12,46.15,3,75,7,63.64,2,0,82.76,15,50,252,3,4,5,9,0,0,0,0,0,0,0,0,0,0,26,0,72,3,1,25,1,50,1,6,1,0,1,0,1,0,0,0,,0,0,0,Joshua Dasilva,Brentford,856260,50,MF
0,0,0,1,25,0,0,0,0,0,0,0,1,25,11,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Jaden Philogene-Bidace,Aston Villa,1014461,40,MF
0,0,0,1,50,0,0,0,0,1,0,77.78,1,33.33,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,0,0,0,Bali Mumba,Norwich City,933320,263,MF
0,0,0,3,15,0,0,1,20,1,0,73.77,3,13.64,147,1,3,2,3,0,0,0,0,0,0,0,0,0,0,5,0,45,0,0,0,3,60,1,1,8,0,1,0,0,0,0,0,,0,0,0,Lewis Bate,Leeds United,980647,34,MF
0,0,0,0,0,0,0,0,0,0,0,50,0,0,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,Isaac Price,Everton,1066059,48,MF
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Nohan Kenneh,Leeds United,1020747,34,MF
0,0,0,0,0,1,50,0,0,0,0,0,1,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Alex Král,West Ham United,825740,37,MF
0,0,0,0,0,0,0,0,0,0,0,100,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Kasey McAteer,Leicester City,1065134,31,MF
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Dan Chesters,West Ham United,991600,37,MF
