goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,position,,,
1,0,0,18,36,7,20,4,100,5,0,79.56,25,29.41,547,9,3,14,18,0,0,0,0,0,0,0,0,0,0,39,0,144,5,1,16.67,1,33.33,3,6,15,3,15,3,5,6.67,1,4,,0,0,0,Borja Bastón,Swansea City,114497,74,FW,,,
3,1,0,60,34.68,12,21.43,25,48.08,22,1,64.82,72,31.44,1927,14,28,39,27,0,0,0,0,0,0,0,0,0,0,145,3,363,25,23,28.05,22,37.93,14,19,22,4,19,9,3,15.79,0,9,,1,0,0,Wayne Routledge,Swansea City,636,74,FW,,,
4,3,1,38,33.33,25,36.23,10,33.33,10,1,69.79,63,34.43,1095,18,17,32,17,0,0,0,0,0,0,0,0,0,0,66,1,164,10,1,7.69,5,83.33,1,13,8,2,26,8,6,15.38,0,11,,0,0,0,Oumar Niasse,Hull City,226780,96,FW,,,
1,0,0,20,28.17,9,39.13,7,38.89,5,0,59.66,29,30.85,537,8,10,20,16,0,0,0,0,0,0,0,0,0,0,35,0,71,7,4,26.67,4,57.14,4,3,12,4,16,3,7,6.25,0,9,,0,0,0,Jonathan Calleri,West Ham United,340519,37,FW,,,
0,0,0,6,40,1,25,1,25,4,0,90.63,7,36.84,83,1,2,4,5,0,0,0,0,0,0,0,0,0,0,10,0,29,0,1,20,0,0,0,0,0,0,2,0,2,0,0,0,,0,0,0,Ben Woodburn,Liverpool,843270,44,FW,,,
0,0,0,0,0,0,0,0,0,0,0,100,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,Matěj Vydra,Watford,58488,24,FW,,,
0,0,0,2,28.57,1,25,1,50,1,0,85.71,3,27.27,40,0,2,2,4,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,David Nugent,Middlesbrough,10369,36,FW,,,
0,0,0,3,13.64,3,16.67,0,0,1,0,78.95,6,15,282,2,5,11,5,0,0,0,0,0,0,0,0,0,0,26,0,60,3,0,0,1,33.33,1,1,3,0,4,0,1,0,0,2,,0,0,0,Will Keane,Hull City,98431,96,FW,,,
0,0,0,12,54.55,0,0,7,53.85,0,1,81.25,12,46.15,111,5,0,2,9,0,0,0,0,0,0,0,0,0,0,7,0,13,2,2,18.18,0,0,2,0,2,0,0,0,0,0,0,0,,0,0,0,Jonathan Leko,West Bromwich Albion,817559,8,FW,,,
0,0,0,9,40.91,0,0,2,50,5,0,75,9,33.33,121,2,3,4,2,0,0,0,0,0,0,0,0,0,0,6,0,24,2,2,22.22,1,100,1,0,4,1,4,0,2,0,0,0,,0,0,1,Albert Adomah,Middlesbrough,33102,36,FW,,,
0,0,0,1,33.33,0,0,0,0,1,0,70,1,25,23,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Sullay Kaikai,Crystal Palace,536318,7,FW,,,
0,0,0,9,75,0,0,2,66.67,5,0,86,9,75,90,2,0,1,1,0,0,0,0,0,0,0,0,0,0,12,0,43,2,1,50,1,25,3,2,1,0,0,0,0,0,0,0,,0,0,0,Demetri Mitchell,Manchester United,548196,35,MF,,,
5,7,0,193,52.02,83,60.58,72,64.86,53,4,85.03,276,54.33,2608,71,62,51,30,0,0,0,0,0,0,0,0,0,0,629,7,1852,59,7,17.95,162,68.07,33,42,32,5,92,32,16,5.43,6,3,,0,1,2,Paul Pogba,Manchester United,111802,35,MF,,,
13,2,0,141,46.23,6,15.79,70,61.95,35,7,83.87,147,42.86,2243,36,18,57,31,0,0,0,0,0,0,0,0,0,0,617,7,1175,66,37,29.37,72,67.29,18,5,47,4,106,38,37,12.26,1,4,,0,0,1,Philippe Coutinho,Liverpool,119159,44,MF,,,
1,0,0,8,53.33,0,0,1,100,6,0,97.56,8,53.33,90,1,4,1,1,0,0,0,0,0,0,0,0,0,0,18,0,40,1,1,25,0,0,0,1,2,0,2,1,0,50,0,0,,0,0,0,Josh Harrop,Manchester United,2079932,35,MF,,,
6,4,0,142,44.51,14,35,52,66.67,50,18,81.95,156,43.45,2883,40,37,49,36,0,0,0,0,0,0,0,0,0,0,780,24,1476,106,82,29.82,83,58.87,24,8,65,3,86,21,25,6.98,9,2,,0,0,3,Kevin De Bruyne,Manchester City,70996,17,MF,,,
2,2,0,90,52.63,3,30,47,58.02,9,6,80.73,93,51.38,1513,35,7,26,18,0,0,0,0,0,0,0,0,0,0,265,5,616,74,50,32.05,44,63.77,5,5,14,2,55,15,20,3.64,3,0,,0,0,0,Dimitri Payet,West Ham United,14216,37,MF,,,
8,0,0,98,39.36,21,37.5,27,43.55,45,15,80.17,119,39.02,3164,26,20,50,36,0,0,0,0,0,0,0,0,0,0,677,16,1585,114,55,22.45,107,65.24,21,20,47,3,133,45,47,6.02,5,2,,0,0,2,Christian Eriksen,Tottenham Hotspur,105734,33,MF,,,
1,8,0,109,56.77,26,53.06,5,45.45,88,4,85.9,135,56.02,2118,17,28,11,24,0,0,0,0,0,0,0,0,0,0,423,3,1767,33,16,24.62,165,60,40,40,39,0,17,4,4,5.88,0,0,,0,1,1,Jordan Henderson,Liverpool,42694,44,MF,,,
5,8,0,59,52.68,9,39.13,12,100,30,12,84.46,68,50.37,1327,17,23,9,29,0,0,0,0,0,0,0,0,0,0,503,11,1120,62,20,23.53,97,60.63,16,16,22,0,26,9,5,19.23,2,0,,1,0,0,Cesc Fàbregas,Chelsea,518,38,MF,,,
1,5,1,159,53.36,27,61.36,30,75,84,6,87.6,186,54.39,2464,45,47,20,31,0,0,0,0,0,0,0,0,0,0,506,5,1830,36,18,36,114,56.44,81,51,65,1,38,6,15,2.63,2,0,,0,1,0,Ander Herrera,Manchester United,82474,35,MF,,,
8,2,0,91,49.19,7,30.43,32,64,26,9,86.59,98,47.12,2847,33,14,40,33,0,0,0,0,0,0,0,0,0,0,958,9,1827,102,59,31.55,56,64.37,15,9,25,4,40,18,10,20,0,20,,0,1,2,Mesut Özil,Arsenal,16176,42,MF,,,
9,2,0,110,46.81,7,29.17,32,47.06,45,13,77.02,117,45.17,3328,33,18,41,38,0,0,0,0,0,0,0,0,0,0,314,16,801,81,86,28.38,33,44.59,35,23,31,2,116,50,30,7.76,3,1,,0,0,2,Gylfi Sigurðsson,Swansea City,43192,74,MF,,,
1,11,0,214,59.44,32,61.54,26,74.29,136,1,86.31,246,59.71,2685,52,51,36,33,0,0,0,0,0,0,0,0,0,0,397,2,1627,25,4,33.33,96,61.15,81,39,50,2,25,6,10,4,1,0,,0,1,0,Idrissa Gueye,Everton,106337,48,MF,,,
13,4,0,146,45.63,42,35.9,68,54.84,23,5,77.55,188,43.02,2240,55,32,73,27,0,0,0,0,0,0,0,0,0,0,401,4,791,44,7,17.07,23,58.97,8,10,20,3,57,24,19,22.81,2,13,,0,0,0,Sadio Mané,Liverpool,217704,44,MF,,,
4,6,0,142,50,16,33.33,46,66.67,44,7,87.23,158,47.59,2766,54,29,54,34,0,0,0,0,0,0,0,0,0,0,876,11,1810,85,38,30.4,50,65.79,16,21,40,4,48,17,12,8.33,1,5,,0,0,3,David Silva,Manchester City,11781,17,MF,,,
8,9,0,168,55.26,4,22.22,88,68.22,44,2,87.29,172,53.42,2711,38,21,40,35,0,0,0,0,0,0,0,0,0,0,434,5,1380,58,20,27.78,45,60,45,10,37,1,69,21,15,11.59,1,7,,0,0,1,Manuel Lanzini,West Ham United,220315,37,MF,,,
5,4,0,79,48.77,40,58.82,27,84.38,42,0,89.77,119,51.74,1947,10,26,26,25,0,0,0,0,0,0,0,0,0,0,383,1,1614,20,1,25,97,75.78,16,39,28,1,32,15,4,15.63,1,0,,0,0,1,Yaya Touré,Manchester City,14468,17,MF,,,
11,5,0,157,40.15,64,31.07,69,54.76,58,7,79.35,221,37.02,3068,31,51,79,35,0,0,0,0,0,0,0,0,0,0,597,10,1226,77,11,18.33,30,66.67,26,14,53,8,100,45,31,11,0,19,,0,2,0,Roberto Firmino,Liverpool,143697,44,MF,,,
1,9,0,178,56.15,19,31.67,36,73.47,127,1,88.78,197,52.25,3139,15,53,29,35,0,0,0,0,0,0,0,0,0,0,563,2,1884,23,1,10,136,77.71,82,41,46,2,27,7,10,3.7,0,0,,0,1,1,N'Golo Kanté,Chelsea,234148,38,MF,,,
2,5,2,115,52.27,33,56.9,19,73.08,77,2,89.43,148,53.24,2486,19,37,22,32,0,0,0,0,0,0,0,0,0,0,623,3,2055,37,5,19.23,182,69.2,38,33,41,0,34,9,8,5.88,0,1,,1,1,2,Granit Xhaka,Arsenal,117777,42,MF,,,
3,0,0,31,56.36,2,28.57,11,78.57,10,1,91.88,33,53.23,709,10,2,8,10,0,0,0,0,0,0,0,0,0,0,159,1,464,12,1,14.29,10,66.67,9,4,11,0,16,4,5,18.75,0,0,,0,0,0,İlkay Gündoğan,Manchester City,45853,17,MF,,,
4,10,0,174,53.54,62,50.41,51,78.46,90,1,87.47,236,52.68,3015,35,66,34,36,0,0,0,0,0,0,0,0,0,0,376,2,1724,32,2,14.29,118,71.08,40,69,40,3,40,13,9,10,1,0,,1,2,0,Victor Wanyama,Tottenham Hotspur,45956,33,MF,,,
1,11,0,178,54.27,75,48.39,29,96.67,117,0,84.2,253,52.38,3072,35,66,28,35,0,0,0,0,0,0,0,0,0,0,261,1,1743,17,2,66.67,100,63.69,89,66,58,0,28,6,10,3.57,0,1,,0,2,0,Oriol Romeu,Southampton,69416,45,MF,,,
2,2,0,21,43.75,0,0,9,60,10,2,91.09,21,39.62,619,2,4,9,8,0,0,0,0,0,0,0,0,0,0,210,1,511,10,9,23.08,20,80,7,3,8,0,8,4,2,25,0,1,,0,0,0,Santi Cazorla,Arsenal,17651,42,MF,,,
2,0,0,91,56.88,59,43.38,13,72.22,68,1,75.91,150,50.68,1522,10,27,9,17,0,0,0,0,0,0,0,0,0,0,92,1,523,6,0,0,28,41.18,36,55,31,1,31,6,9,6.45,0,1,,0,0,0,Wilfred Ndidi,Leicester City,787885,31,MF,,,
6,3,0,53,50.48,4,40,15,78.95,22,3,89.7,57,49.57,1628,16,10,15,25,0,0,0,0,0,0,0,0,0,0,357,4,888,45,26,27.96,44,68.75,12,8,23,5,40,21,8,15,1,9,,0,0,0,Juan Mata,Manchester United,28367,35,MF,,,
2,4,2,145,50,52,50,30,75,81,1,86.61,197,50,2754,36,48,32,32,0,0,0,0,0,0,0,0,0,0,530,2,1889,34,7,30.43,108,59.02,64,60,57,4,36,11,9,5.56,0,1,,0,2,1,Fernandinho,Manchester City,13630,17,MF,,,
7,2,1,156,48.9,14,42.42,72,66.67,39,1,82.66,170,48.3,2907,45,38,67,37,0,0,0,0,0,0,0,0,0,0,437,6,939,57,15,23.44,54,68.35,15,9,22,1,83,28,22,8.43,2,14,,0,1,0,Nathan Redmond,Southampton,115346,45,MF,,,
4,2,0,77,43.26,2,28.57,38,62.3,11,2,78.65,79,42.7,1707,28,16,44,21,0,0,0,0,0,0,0,0,0,0,206,5,479,43,35,26.72,38,65.52,9,2,18,1,48,10,18,8.33,1,4,,0,1,2,Xherdan Shaqiri,Stoke City,65953,29,MF,,,
7,5,0,146,55.09,56,46.67,31,65.96,94,3,79.73,202,52.47,3159,23,38,21,36,0,0,0,0,0,0,0,0,0,0,619,3,1727,59,53,20.46,131,43.09,44,101,49,2,36,17,10,19.44,0,2,,0,1,2,James Milner,Liverpool,791,44,MF,,,
1,4,0,104,49.29,39,60,29,64.44,51,7,87.72,143,51.81,2697,25,33,34,35,0,0,0,0,0,0,0,0,0,0,495,4,1636,26,1,12.5,141,69.46,50,46,28,0,20,7,7,5,0,1,,0,2,0,Nemanja Matić,Chelsea,44241,38,MF,,,
5,5,0,129,37.39,42,50.6,62,62.63,30,8,82.5,171,39.95,2905,37,49,97,36,0,0,0,0,0,0,0,0,0,0,554,9,1362,85,29,25.66,111,71.61,10,35,37,5,89,30,27,5.62,0,8,,0,1,1,Ross Barkley,Everton,98435,48,MF,,,
18,4,0,178,41.98,14,35,51,39.23,52,7,80.72,192,41.38,3043,76,50,77,37,0,0,0,0,0,0,0,0,0,0,509,5,1072,52,0,0,59,71.08,11,17,45,11,94,44,20,19.15,3,11,,0,0,0,Dele Alli,Tottenham Hotspur,198028,33,MF,,,
1,7,0,121,61.73,22,47.83,21,87.5,61,1,81.45,143,59.09,1766,39,27,16,22,0,0,0,0,0,0,0,0,0,0,161,1,742,7,0,0,68,60.71,33,29,29,0,9,2,2,11.11,1,0,,1,1,1,Pedro Obiang,West Ham United,46799,37,MF,,,
0,2,0,51,62.96,10,55.56,7,100,26,0,88.99,61,61.62,1599,19,5,5,23,0,0,0,0,0,0,0,0,0,0,243,0,1124,12,0,0,79,66.95,41,37,20,0,8,0,3,0,0,0,,0,1,0,Michael Carrick,Manchester United,938,35,MF,,,
1,5,0,162,55.86,23,52.27,78,84.78,64,1,91.95,185,55.39,2065,21,45,52,30,0,0,0,0,0,0,0,0,0,0,394,0,1360,25,2,66.67,57,76,25,20,20,0,15,3,8,6.67,0,0,,0,1,0,Mousa Dembélé,Tottenham Hotspur,9865,33,MF,,,
2,1,0,115,53,15,33.33,61,67.03,37,7,82.17,130,49.62,1562,17,30,29,29,0,0,0,0,0,0,0,0,0,0,261,9,636,33,14,20.59,38,52.05,11,22,16,3,28,8,10,7.14,1,0,,1,0,1,Alex Oxlade-Chamberlain,Arsenal,10577,42,MF,,,
1,11,1,153,52.76,5,38.46,25,67.57,83,4,88.22,158,52.15,2959,45,34,22,35,0,0,0,0,0,0,0,0,0,0,541,2,1768,32,4,19.05,167,72.93,48,31,73,2,54,11,14,1.85,2,0,,1,1,0,Harry Arter,Bournemouth,39121,60,MF,,,
2,10,0,104,51.74,32,58.18,12,92.31,70,1,79.42,136,53.13,2112,24,48,19,33,0,0,0,0,0,0,0,0,0,0,302,1,1092,28,5,22.73,100,49.75,35,57,31,0,17,7,5,11.76,0,1,,0,0,0,Gareth Barry,Everton,544,48,MF,,,
0,4,0,139,58.16,9,47.37,60,71.43,27,2,83.52,148,57.36,1949,52,21,37,29,0,0,0,0,0,0,0,0,0,0,329,4,892,35,6,23.08,63,63,13,11,20,2,27,10,10,0,5,0,,0,0,1,Jack Wilshere,Bournemouth,38094,60,MF,,,
0,4,0,51,55.43,52,57.78,3,75,37,3,83.92,103,56.59,1105,12,18,6,24,0,0,0,0,0,0,0,0,0,0,103,1,741,6,2,40,60,63.16,35,60,18,1,8,1,2,0,0,0,,1,0,0,Lucas Leiva,Liverpool,27234,44,MF,,,
8,3,0,113,46.5,22,33.85,33,58.93,51,7,84.29,135,43.83,2346,30,17,54,31,0,0,0,0,0,0,0,0,0,0,509,4,1186,43,10,20.83,29,56.86,20,21,40,2,50,20,21,16,2,12,,0,0,1,Adam Lallana,Liverpool,17054,44,MF,,,
3,5,0,60,48.39,27,56.25,17,73.91,36,4,73.19,87,50.58,2478,9,17,17,31,0,0,0,0,0,0,0,0,0,0,267,6,666,41,44,25,90,43.48,33,54,25,0,38,11,10,7.89,0,2,,0,0,1,Chris Brunt,West Bromwich Albion,10540,8,MF,,,
1,3,0,137,58.55,79,62.7,26,61.9,76,0,83.38,216,60,2727,37,44,19,31,0,0,0,0,0,0,0,0,0,0,138,0,893,9,3,20,42,39.62,79,111,23,0,21,4,4,4.76,1,2,,1,1,0,Cheikhou Kouyaté,West Ham United,45944,37,MF,,,
6,9,0,181,54.03,22,29.73,36,60,88,2,81.32,203,49.63,2936,59,27,64,36,0,0,0,0,0,0,0,0,0,0,348,7,1045,28,14,27.45,47,50.54,63,34,40,3,40,18,9,15,0,0,,0,1,0,Joe Allen,Stoke City,20602,29,MF,,,
2,4,0,51,49.04,27,52.94,7,100,29,0,72.86,78,50.32,1227,16,27,6,14,0,0,0,0,0,0,0,0,0,0,78,1,357,5,2,33.33,38,41.76,39,24,20,0,14,4,4,14.29,0,0,,1,0,0,Luka Milivojević,Crystal Palace,50294,7,MF,,,
7,1,0,34,40.96,15,30.61,13,43.33,14,5,79.84,49,37.12,1476,7,8,12,21,0,0,0,0,0,0,0,0,0,0,245,6,491,23,13,18.57,21,56.76,8,14,12,1,42,18,12,16.67,3,5,,0,0,1,Junior Stanislas,Bournemouth,44823,60,MF,,,
1,1,0,14,53.85,4,57.14,2,66.67,7,0,93.33,18,54.55,220,5,6,2,7,0,0,0,0,0,0,0,0,0,0,43,1,210,2,0,0,3,42.86,7,4,3,0,6,2,1,16.67,0,0,,0,0,0,Fabian Delph,Manchester City,24048,17,MF,,,
0,7,0,113,60.75,27,34.18,12,63.16,83,3,74.04,140,52.83,2520,19,22,25,30,0,0,0,0,0,0,0,0,0,0,291,4,930,39,43,29.86,79,34.65,33,76,20,0,20,6,4,0,0,2,,0,0,0,Cédric Soares,Southampton,44760,45,MF,,,
4,1,0,78,42.16,10,29.41,29,51.79,23,1,84.09,88,40.18,1349,26,19,42,24,0,0,0,0,0,0,0,0,0,0,283,6,650,30,9,18.75,31,70.45,22,12,21,2,33,16,7,12.12,1,8,,0,0,1,Henrikh Mkhitaryan,Manchester United,37151,35,MF,,,
6,2,0,106,47.75,39,50,30,75,46,9,87.32,145,48.33,2975,30,22,54,36,0,0,0,0,0,0,0,0,0,0,454,7,1419,44,3,23.08,58,70.73,26,32,31,1,60,20,17,10,1,3,,2,3,1,Georginio Wijnaldum,Liverpool,22126,44,MF,,,
4,2,0,91,45.73,17,30.91,49,65.33,18,6,82.89,108,42.52,2080,25,27,36,35,0,0,0,0,0,0,0,0,0,0,283,4,596,44,34,25,39,65,7,11,19,1,61,23,20,6.56,1,4,,0,0,1,Kevin Mirallas,Everton,3593,48,MF,,,
4,2,0,89,45.64,21,36.21,44,55,17,6,81.25,110,43.48,1559,28,26,42,25,0,0,0,0,0,0,0,0,0,0,237,7,494,25,8,14.29,13,65,9,9,9,1,42,18,10,9.52,2,6,,0,0,0,Anthony Martial,Manchester United,191176,35,MF,,,
3,1,0,60,50.85,4,28.57,28,63.64,19,3,87.61,64,48.48,1462,13,7,25,26,0,0,0,0,0,0,0,0,0,0,378,2,785,27,4,22.22,19,57.58,8,4,11,2,39,11,17,7.69,0,3,,0,0,1,Alex Iwobi,Arsenal,352770,42,MF,,,
0,1,0,2,40,1,33.33,0,0,0,0,91.23,3,37.5,96,2,2,1,2,0,0,0,0,0,0,0,0,0,0,10,0,52,1,1,100,2,66.67,2,3,0,0,1,1,0,0,0,0,,0,0,0,Scott McTominay,Manchester United,879346,35,MF,,,
3,4,0,133,57.58,35,38.04,54,67.5,47,2,79.21,168,52.01,2494,32,28,29,34,0,0,0,0,0,0,0,0,0,0,317,4,800,28,17,14.17,29,29,41,48,19,1,45,15,18,6.67,2,3,,0,0,0,Victor Moses,Chelsea,31585,38,MF,,,
1,1,0,38,41.3,3,33.33,15,68.18,13,1,80,41,40.59,592,11,13,21,9,0,0,0,0,0,0,0,0,0,0,103,1,244,19,10,38.46,11,84.62,5,1,13,1,18,7,6,5.56,2,1,,0,0,1,Erik Lamela,Tottenham Hotspur,122702,33,MF,,,
1,4,0,66,51.56,29,58,6,85.71,43,0,73.09,95,53.37,1104,17,20,16,14,0,0,0,0,0,0,0,0,0,0,113,1,421,9,3,33.33,50,50,20,19,26,0,12,3,5,8.33,0,0,,0,1,0,Joey Barton,Burnley,1095,6,MF,,,
0,5,0,127,56.7,36,67.92,18,75,71,0,87.8,163,58.84,1785,40,33,28,29,0,0,0,0,0,0,0,0,0,0,347,0,1036,16,0,0,33,52.38,52,32,34,1,14,3,5,0,0,0,,0,1,1,Francis Coquelin,Arsenal,40672,42,MF,,,
3,10,0,106,51.71,3,27.27,15,62.5,49,0,86.13,109,50.46,2398,43,27,22,30,0,0,0,0,0,0,0,0,0,0,305,1,1236,25,3,15,126,67.74,37,11,41,1,25,7,5,12,3,0,,0,2,1,Mark Noble,West Ham United,9741,37,MF,,,
1,5,1,121,56.81,33,50.77,24,70.59,79,1,81.87,154,55.4,2976,20,33,26,37,0,0,0,0,0,0,0,0,0,0,298,2,1314,21,1,14.29,116,49.79,49,64,29,0,33,7,10,3.03,0,1,,0,1,1,Jake Livermore,West Bromwich Albion,34578,8,MF,,,
6,9,0,143,51.81,77,64.71,39,81.25,55,2,82.34,220,55.7,2403,50,48,46,34,0,0,0,0,0,0,0,0,0,0,237,1,1012,18,4,30.77,97,65.1,23,49,35,1,36,11,8,16.67,0,1,,0,1,0,Leroy Fer,Swansea City,31821,74,MF,,,
1,1,0,41,47.13,1,9.09,14,82.35,19,3,80.31,42,42.86,1078,8,14,9,21,0,0,0,0,0,0,0,0,0,0,84,0,416,23,23,33.82,44,57.89,32,11,21,1,8,6,2,12.5,0,2,,0,0,0,Steven Defour,Burnley,5942,6,MF,,,
1,2,0,42,45.65,18,39.13,9,90,26,0,89.84,60,43.48,1070,9,21,11,17,0,0,0,0,0,0,0,0,0,0,127,0,778,6,1,100,69,75.82,31,28,17,0,8,3,1,12.5,0,0,,1,0,0,Morgan Schneiderlin,Everton,27009,48,MF,,,
0,1,0,28,45.9,3,30,1,11.11,22,1,84.15,31,43.66,456,5,5,6,9,0,0,0,0,0,0,0,0,0,0,95,1,207,15,4,26.67,24,61.54,5,6,14,0,12,2,6,0,0,0,,0,0,0,Oscar,Chelsea,39400,38,MF,,,
6,6,1,92,48.68,101,36.59,6,85.71,21,2,55.13,193,41.51,1775,75,53,45,28,0,0,0,0,0,0,0,0,0,0,115,3,247,22,1,14.29,9,32.14,4,25,15,2,45,19,8,13.33,0,21,,0,0,0,Ashley Barnes,Burnley,27028,6,MF,,,
0,9,0,148,47.44,26,65,38,73.08,73,5,81.27,174,49.43,3094,37,62,55,36,0,0,0,0,0,0,0,0,0,0,408,5,1193,62,47,31.97,78,49.37,37,36,35,0,45,11,14,0,0,1,,2,0,2,Jason Puncheon,Crystal Palace,19593,7,MF,,,
0,3,0,61,51.69,25,64.1,3,37.5,42,0,81.51,86,54.78,1333,16,19,8,18,0,0,0,0,0,0,0,0,0,0,110,1,485,2,4,21.05,20,35.71,39,71,25,0,2,0,0,0,0,1,,0,0,0,Matteo Darmian,Manchester United,19352,35,MF,,,
7,5,0,140,46.51,33,48.53,34,52.31,61,1,82.87,173,46.88,3212,46,51,37,37,0,0,0,0,0,0,0,0,0,0,314,0,1229,37,32,41.03,89,61.38,59,25,44,3,50,19,10,14,0,1,,1,1,0,Étienne Capoue,Watford,16701,24,MF,,,
0,9,0,131,57.71,46,60.53,4,80,94,0,82.42,177,58.42,2417,34,39,13,33,0,0,0,0,0,0,0,0,0,0,108,0,769,6,1,50,51,52.04,54,58,45,1,9,0,2,0,0,0,,0,0,0,Claudio Yacob,West Bromwich Albion,151037,8,MF,,,
1,7,0,57,38.78,33,67.35,12,63.16,19,3,68.89,90,45.92,1495,26,41,20,24,0,0,0,0,0,0,0,0,0,0,176,3,598,30,27,31.76,97,43.3,21,24,26,1,40,11,12,2.5,4,0,,1,1,1,Charlie Adam,Stoke City,9360,29,MF,,,
0,0,0,1,50,0,0,0,0,1,1,100,1,33.33,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Filip Lesniak,Tottenham Hotspur,325119,33,MF,,,
1,3,0,61,47.66,7,41.18,20,74.07,21,4,88.37,68,46.9,1229,20,15,23,23,0,0,0,0,0,0,0,0,0,0,261,7,813,23,2,10.53,26,60.47,11,14,22,2,42,12,13,2.38,0,2,,0,0,0,Aaron Ramsey,Arsenal,23571,42,MF,,,
0,1,0,30,56.6,5,50,3,75,22,1,92.86,35,55.56,694,5,10,5,14,0,0,0,0,0,0,0,0,0,0,159,0,572,4,2,25,21,72.41,8,5,7,0,15,2,5,0,0,0,,0,0,0,Mohamed Elneny,Arsenal,159675,42,MF,,,
0,0,0,10,66.67,0,0,1,25,5,0,71.13,10,50,269,4,1,1,3,0,0,0,0,0,0,0,0,0,0,13,0,69,2,2,13.33,6,27.27,10,12,0,0,2,0,0,0,0,0,,0,0,0,Pape Souaré,Crystal Palace,84686,7,MF,,,
0,1,0,15,42.86,1,8.33,2,20,10,2,84.59,16,34.04,431,3,2,5,6,0,0,0,0,0,0,0,0,0,0,74,1,236,7,0,0,28,71.79,7,2,5,0,5,2,1,0,0,0,,0,0,1,Lewis Cook,Bournemouth,548188,60,MF,,,
1,1,0,51,45.95,5,33.33,12,63.16,30,2,81.28,56,44.44,1389,9,13,22,18,0,0,0,0,0,0,0,0,0,0,186,1,647,17,12,31.58,55,58.51,20,8,18,0,9,2,3,11.11,1,0,,0,1,1,Tom Carroll,Swansea City,801460,74,MF,,,
0,10,0,138,49.82,20,54.05,19,73.08,79,2,87.38,158,50.32,2806,42,52,25,34,0,0,0,0,0,0,0,0,0,0,229,1,1267,21,8,34.78,113,64.94,66,40,58,0,11,2,3,0,0,0,,1,0,1,Adam Clayton,Middlesbrough,45911,36,MF,,,
0,3,0,87,45.79,11,27.5,20,76.92,54,3,86.19,98,42.61,2644,13,18,41,32,0,0,0,0,0,0,0,0,0,0,427,2,1479,32,10,14.49,114,65.14,23,45,39,2,31,6,11,0,1,1,,0,1,0,Steven Davis,Southampton,559,45,MF,,,
10,1,0,104,51.74,21,35,41,59.42,36,2,75.28,125,47.89,1925,29,14,40,28,0,0,0,0,0,0,0,0,0,0,206,3,405,13,7,14.29,6,46.15,13,13,15,6,62,29,12,16.13,3,17,,0,0,0,Theo Walcott,Arsenal,10501,42,MF,,,
5,4,0,105,47.51,19,48.72,53,55.79,35,3,81.33,124,47.69,1786,17,14,45,26,0,0,0,0,0,0,0,0,0,0,294,7,562,36,9,17.31,8,47.06,17,5,19,6,33,14,5,15.15,2,12,,0,0,1,Leroy Sané,Manchester City,293519,17,MF,,,
1,1,0,42,49.41,9,56.25,7,53.85,21,2,68.02,51,50.5,716,15,8,16,14,0,0,0,0,0,0,0,0,0,0,65,2,151,17,21,33.87,20,40.82,11,7,14,0,19,3,5,5.26,1,0,,0,0,0,Robbie Brady,Burnley,267621,6,MF,,,
1,5,1,56,44.44,22,61.11,7,100,34,0,81.99,78,48.15,2024,15,33,14,31,0,0,0,0,0,0,0,0,0,0,191,1,1015,19,1,7.14,129,58.9,50,69,25,0,21,7,4,4.76,0,1,,0,0,0,Tom Huddlestone,Hull City,9689,96,MF,,,
0,5,0,72,48.65,27,60,9,81.82,45,1,84.53,99,51.3,2277,21,18,17,30,0,0,0,0,0,0,0,0,0,0,251,1,1191,22,9,37.5,111,56.63,37,46,39,0,6,1,2,0,0,0,,0,0,1,Glenn Whelan,Stoke City,10535,29,MF,,,
1,6,0,115,46.37,38,45.78,21,75,84,1,77.36,153,46.22,2467,10,46,34,29,0,0,0,0,0,0,0,0,0,0,384,1,1350,15,2,7.41,106,41.9,39,52,47,0,31,3,13,3.23,0,1,,1,0,0,Danny Drinkwater,Leicester City,54330,31,MF,,,
